city,longitude,postal_code,stars,latitude
mesa,-111.5989752,85209.0,3.0,33.3795059
mesa,-111.8747445,85202.0,5.0,33.379424
mesa,-111.8780245,85202.0,3.5,33.3626731
mesa,-111.753355,85204.0,2.0,33.395303
mesa,-111.7988144,85204.0,3.0,33.3790547
mesa,-111.7702848,85204.0,5.0,33.3795384
mesa,-111.7044509,85215.0,4.0,33.4523593
mesa,-111.6844687,85215.0,5.0,33.466878
mesa,-111.684588529,85205.0,4.0,33.450854035
mesa,-111.8644489,85202.0,2.5,33.4071941
mesa,-111.8689152,85202.0,1.0,33.4071533
mesa,-111.8313906,85211.0,5.0,33.4180523
mesa,-111.8062972,85204.0,3.0,33.3799121
mesa,-111.875960603,85202.0,4.5,33.3795421971
mesa,-111.720815,85205.0,5.0,33.446934
mesa,-111.7206069,85205.0,1.0,33.4240175
mesa,-111.6863269,85205.0,1.5,33.4149903
mesa,-111.699701,85205.0,2.0,33.438181
mesa,-111.8145749,85204.0,4.0,33.4081871
mesa,-111.715439,85213.0,4.5,33.321942
mesa,-111.771525,85213.0,5.0,33.4241173
mesa,-111.723172,85205.0,5.0,33.450575
mesa,-111.752294002,85205.0,5.0,33.4333260492
mesa,-111.7224713,85205.0,3.5,33.4160458
mesa,-111.877344,85202.0,1.5,33.4066022
mesa,-111.8844724,85202.0,4.0,33.4089154
mesa,-111.688789606,85206.0,3.0,33.3935623129
mesa,-111.7630612,85204.0,4.0,33.3801214
mesa,-111.806755066,85204.0,4.0,33.3848304749
mesa,-111.7770402,85204.0,5.0,33.3941024
mesa,-111.8747445,85202.0,5.0,33.379424
mesa,-111.868145897,85202.0,4.5,33.4107248325
mesa,-111.8608085,85202.0,2.5,33.3790306
mesa,-111.7854265,85204.0,3.0,33.3945111
mesa,-111.6942241,85206.0,2.0,33.4096867
mesa,-111.7362706,85206.0,4.0,33.3811641
mesa,-111.879184387,85202.0,4.5,33.3634170632
mesa,-111.721462,85204.0,4.5,33.394955
mesa,-111.830442794,85204.0,3.5,33.3936807938
mesa,-111.765453389,85204.0,4.5,33.3796285905
mesa,-111.700384878,85205.0,2.5,33.4363679711
mesa,-111.8757857,85202.0,5.0,33.3628077
mesa,-111.8613802,85202.0,4.0,33.3781389
mesa,-111.879335,85202.0,4.5,33.377017
mesa,-111.8750455,85202.0,4.0,33.4054213
mesa,-111.8751042,85202.0,4.0,33.3948018
mesa,-111.889718,85202.0,4.0,33.379376
mesa,-111.876285,85202.0,4.0,33.387391
mesa,-111.8835,85202.0,5.0,33.386733
mesa,-111.8789666,85202.0,4.0,33.3709618
mesa,-111.787217036,85204.0,4.0,33.3932215965
mesa,-111.6827719,85215.0,4.0,33.4677363
mesa,-111.738454141,85206.0,4.0,33.3819062354
mesa,-111.7018452,85206.0,4.5,33.3951613
mesa,-111.61454887,85209.0,3.5,33.3903134932
mesa,-111.877211132,85202.0,3.5,33.3934058406
mesa,-111.8774045,85202.0,2.0,33.3874372
mesa,-111.7018452,85206.0,5.0,33.3951613
mesa,-111.7533699,85204.0,4.0,33.380479
mesa,-111.7708401,85204.0,5.0,33.3808395
mesa,-111.6842,85206.0,4.0,33.3910354
mesa,-111.7180642,85206.0,4.0,33.3937103
mesa,-111.8592283,85210.0,4.0,33.3784023
mesa,-111.8577004,85210.0,3.5,33.3901046
mesa,-111.7386321,85206.0,5.0,33.4078163
mesa,-111.6852144,85206.0,4.0,33.4091033
mesa,-111.7779109,85213.0,5.0,33.4524874
mesa,-111.8747445,85202.0,2.5,33.379424
mesa,-111.8875728,85202.0,2.0,33.4088996
mesa,-111.6355259,85209.0,2.0,33.3781959
mesa,-111.7359993,85205.0,4.0,33.4142216
mesa,-111.8747445,85210.0,4.0,33.3260297
mesa,-111.8391838,85210.0,5.0,33.3810889
mesa,-111.8759922,85202.0,4.5,33.4133505
mesa,-111.877016,85202.0,1.0,33.3775473
mesa,-111.7573938,85204.0,1.0,33.3812043
mesa,-111.7972384,85204.0,4.0,33.3990327
mesa,-111.786197,85204.0,2.5,33.393119
mesa,-111.6911724,85206.0,4.5,33.380967
mesa,-111.6868027,85206.0,3.5,33.3840377
mesa,-111.7895885,85204.0,4.0,33.3796482
mesa,-111.754444,85204.0,1.5,33.3923371
mesa,-111.726568267,85205.0,4.5,33.4149171021
mesa,-111.719347,85205.0,3.5,33.450333
mesa,-111.7527623,85206.0,2.0,33.3950959
mesa,-111.71898365,85206.0,2.5,33.3918659024
mesa,-111.8556958,85210.0,4.5,33.3908326
mesa,-111.684212,85206.0,2.5,33.389268
mesa,-111.771598816,85204.0,3.0,33.4068412781
mesa,-111.8202051,85204.0,4.0,33.4080003
mesa,-111.8228343,85204.0,4.0,33.40779
mesa,-111.6882393,85215.0,4.0,33.453007
mesa,-111.7568655,85204.0,3.5,33.3829858
mesa,-111.7195379,85205.0,2.0,33.436409
mesa,-111.7358379,85205.0,5.0,33.4404437
mesa,-111.713471,72041.0,3.0,33.37988
mesa,-111.6911855,85205.0,5.0,33.4159898
mesa,-111.7098596,85206.0,3.5,33.3802125
mesa,-111.7026342,85206.0,5.0,33.3930436
mesa,-111.685309662,85206.0,4.5,33.379737503
mesa,-111.729603,85206.0,4.0,33.382399
mesa,-111.8436203,85210.0,2.5,33.391002655
mesa,-111.77313,85204.0,3.5,33.40791
mesa,-111.7875784,85204.0,1.0,33.388168
mesa,-111.7552087,85204.0,5.0,33.3950463
mesa,-111.891292,85202.0,4.5,33.362936
mesa,-111.6362619,85209.0,5.0,33.3804214
mesa,-111.6099928,85209.0,5.0,33.3909982
mesa,-111.6693552,85209.0,3.5,33.3888937
mesa,-111.61095718,85209.0,2.0,33.3921143328
mesa,-111.7208592,85205.0,5.0,33.446876
mesa,-111.6960989,85205.0,5.0,33.4367463
mesa,-111.7027393,85205.0,2.0,33.4155177
mesa,-111.7369026,85206.0,3.5,33.3839262
mesa,-111.7391571,85206.0,3.0,33.3828807
mesa,-111.690847787,85206.0,3.5,33.3917933307
mesa,-111.8703545,85202.0,2.5,33.3935376
mesa,-111.754854,85204.0,5.0,33.4086662
mesa,-111.683171,85215.0,4.5,33.469012
mesa,-111.73215,85215.0,3.0,33.451236
mesa,-111.836349487,85201.0,5.0,33.4154891968
mesa,-111.726882,85205.0,3.0,33.4149445
mesa,-111.7335984,85215.0,1.0,33.449197
mesa,-111.8314724,85202.0,4.5,33.4151843
mesa,-111.878564,85202.0,4.5,33.377308
mesa,-111.868348,85202.0,2.5,33.393623
mesa,-111.8739634,85202.0,1.5,33.3827469
mesa,-111.8627198,85202.0,2.5,33.3935429
mesa,-111.720466,85205.0,4.0,33.451295
mesa,-111.7356412,85205.0,4.0,33.438446
mesa,-111.786850579,85213.0,4.0,33.4505937118
mesa,-111.601064,85209.0,5.0,33.381922
mesa,-111.7357131,85205.0,3.5,33.4239769
mesa,-111.6327882,85209.0,2.5,33.3895932
mesa,-111.7099956,85205.0,3.0,33.4171131
mesa,-111.6029532,85209.0,3.0,33.3818578
mesa,-111.6860775,85206.0,4.0,33.3857159
mesa,-111.730803053,85205.0,3.0,33.4165599552
mesa,-111.8589171,85210.0,5.0,33.3843335
mesa,-111.8391838,85210.0,5.0,33.3810889
mesa,-111.8444611,85210.0,2.0,33.3937162
mesa,-111.8625414,85202.0,3.5,33.3919247
mesa,-111.877013,85202.0,3.0,33.3899841
mesa,-111.861304,85202.0,5.0,33.363784
mesa,-111.8793828,85202.0,3.5,33.3645369
mesa,-111.6876117,85215.0,4.0,33.4532697
mesa,-111.8782339,85202.0,2.5,33.3751825
mesa,-111.8793828,85202.0,3.5,33.3645369
mesa,-111.8345041,85210.0,5.0,33.4138368
mesa,-111.8435473,85210.0,3.0,33.3775512
mesa,-111.6896749,85206.0,5.0,33.3905976
mesa,-111.8767202,85202.0,3.0,33.3784788
mesa,-111.873494983,85202.0,3.5,33.4071263873
mesa,-111.860787,85202.0,5.0,33.4108506
mesa,-111.683398795,85215.0,3.0,33.4637387289
mesa,-111.682569981,85215.0,3.5,33.4545522431
mesa,-111.8765459,85202.0,2.0,33.3612986
mesa,-111.8533081,85210.0,4.0,33.3938888
mesa,-111.7214955,85206.0,4.5,33.3920112
mesa,-111.7712267,85213.0,3.5,33.452222
mesa,-111.8476162,85201.0,4.5,33.4228616
mesa,-111.830763705,85201.0,3.5,33.4211825831
mesa,-111.855395767,85201.0,4.0,33.4227299196
mesa,-111.839566,85201.0,3.0,33.414803
mesa,-111.8389511,85201.0,2.5,33.434498
mesa,-111.8759922,85202.0,4.0,33.4133505
mesa,-111.6855762,85215.0,5.0,33.4669845
mesa,-111.8604334,85202.0,3.0,33.4072659
mesa,-111.885469,85202.0,1.0,33.377646
mesa,-111.787866,85204.0,3.5,33.380086
mesa,-111.7648638,85213.0,5.0,33.4147953
mesa,-111.687912941,85215.0,3.0,33.4533572338
mesa,-111.8272376,85210.0,4.5,33.3954767
mesa,-111.8233747,85210.0,4.0,33.4089133
mesa,-111.835611,85210.0,3.5,33.4073983
mesa,-111.847494,85210.0,3.5,33.4083223
mesa,-111.803846,85204.0,5.0,33.4074511
mesa,-111.729877493,85206.0,4.5,33.3796641229
mesa,-111.7158423,85205.0,5.0,33.4160681
mesa,-111.833228,85201.0,4.5,33.4154005
mesa,-111.8754243,85202.0,4.5,33.3944172
mesa,-111.699754,85215.0,5.0,33.4763084
mesa,-111.8906853,85202.0,4.5,33.3638761
mesa,-111.8744819,85202.0,4.0,33.3786625
mesa,-111.7340145,85215.0,2.0,33.4511218
mesa,-111.6849621,85205.0,3.5,33.4499533
mesa,-111.6857362,85205.0,4.0,33.4367692
mesa,-111.8581508,85210.0,5.0,33.3818593
mesa,-111.6856185,85215.0,5.0,33.4669241
mesa,-111.537413324,85215.0,4.5,33.5746114263
mesa,-111.7887681,85204.0,3.0,33.4084677
mesa,-111.8025155,85204.0,2.5,33.3937221
mesa,-111.754347,85204.0,1.5,33.407729
mesa,-111.674994302,85209.0,4.0,33.3928723518
mesa,-111.6004205,85209.0,1.5,33.3820569
mesa,-111.8200441,85204.0,4.5,33.4149991
mesa,-111.813515085,85204.0,5.0,33.4076373027
mesa,-111.7400121,85206.0,3.0,33.3815112
mesa,-111.6098946,85209.0,2.0,33.3909924
mesa,-111.619379732,85209.0,3.5,33.3783803425
mesa,-111.6942454,85205.0,4.0,33.4375119
mesa,-111.825442873,85210.0,1.0,33.3954539808
mesa,-111.834915,85210.0,5.0,33.3813016
mesa,-111.7418833,85206.0,3.0,33.3851373
mesa,-111.6685274,85212.0,5.0,33.2991253
mesa,-111.8029925,85203.0,3.0,33.4510909
mesa,-111.6362619,85209.0,5.0,33.3804214
mesa,-111.6949787,85206.0,2.0,33.3924203
mesa,-111.6896749,85206.0,4.5,33.3905976
mesa,-111.682166946,85205.0,3.5,33.4503960341
mesa,-111.80411,85204.0,3.5,33.38449
mesa,-111.8386145,85210.0,2.5,33.3930383
mesa,-111.8241553,85210.0,5.0,33.3946083
mesa,-111.8424524,85210.0,4.5,33.3608338
mesa,-111.7972384,85204.0,5.0,33.3990327
mesa,-111.6822267,85215.0,2.5,33.4655035
mesa,-112.012481689,85215.0,3.0,33.4661031502
mesa,-111.8921815,85202.0,2.5,33.3783347
mesa,-111.7394765,85215.0,4.0,33.4637259
mesa,-111.681952,85215.0,4.0,33.452917
mesa,-111.684617106,85215.0,3.0,33.4686043647
mesa,-111.73706939,85206.0,3.5,33.381505393
mesa,-111.8581176,85210.0,4.5,33.3638634
mesa,-111.8434863,85210.0,2.5,33.3789567
mesa,-111.719548,85205.0,2.5,33.4368735
mesa,-111.7018452,85206.0,5.0,33.3951613
mesa,-111.686469,85206.0,2.5,33.38297
mesa,-111.73684,85206.0,2.0,33.3813536
mesa,-111.7256936,85205.0,5.0,33.4335164
mesa,-111.726004,85205.0,3.0,33.4491247
mesa,-111.8347803,85210.0,2.0,33.4119261
mesa,-111.8723852,85202.0,3.5,33.3780896
mesa,-111.8778341,85202.0,4.0,33.3765345
mesa,-111.841425,85210.0,2.0,33.3880679
mesa,-111.823888,85210.0,5.0,33.392
mesa,-111.8429295,85210.0,2.5,33.363561
mesa,-111.8393416,85210.0,5.0,33.3885345
mesa,-111.739737,85205.0,3.5,33.4325819
mesa,-111.784718,85204.0,4.0,33.393334
mesa,-111.8200455,85204.0,5.0,33.3821289
mesa,-111.7902271,85204.0,5.0,33.3911658
mesa,-111.7533699,85204.0,4.0,33.380479
mesa,-111.822979,85205.0,3.5,33.41513
mesa,-111.719608607,85205.0,4.0,33.4345275498
mesa,-111.733716,85205.0,5.0,33.423857
mesa,-111.7625856,85204.0,5.0,33.3944188
mesa,-111.7541344,85204.0,4.0,33.3957223
mesa,-111.7357495,85205.0,4.0,33.4397779
mesa,-111.804870605,85204.0,3.0,33.3927612305
mesa,-111.756231,85204.0,5.0,33.383325
mesa,-111.8367867,85210.0,2.5,33.3892132
mesa,-111.8457318,85210.0,4.5,33.4083028
mesa,-111.839399,85210.0,4.5,33.400219
mesa,-111.8588306,85210.0,1.0,33.3808474
mesa,-111.727612,85206.0,4.0,33.379676
mesa,-111.727924677,85206.0,5.0,33.4002871767
mesa,-111.8449346,85201.0,5.0,33.4329528
mesa,-111.8404459,85201.0,4.0,33.4454066
mesa,-111.8435076,85201.0,1.0,33.4155748
mesa,-111.7256936,85205.0,4.5,33.4335164
mesa,-111.7353667,85205.0,5.0,33.4183816
mesa,-111.7382575,85205.0,3.5,33.416004
mesa,-111.7517071,85205.0,4.5,33.4231723
mesa,-122.397206,85203.0,5.0,47.308661
mesa,-111.8395599,85210.0,4.0,33.3883989
mesa,-111.8032005,85203.0,2.0,33.445974
mesa,-111.806703,85203.0,5.0,33.436056
mesa,-111.8289497,85201.0,5.0,33.4225551
mesa,-111.7892764,85203.0,4.0,33.4360779
mesa,-111.7573938,85204.0,4.0,33.3812043
mesa,-111.7543818,85204.0,2.0,33.3951596
mesa,-111.7877263,85204.0,4.0,33.3983103
mesa,-111.632080078,85205.0,2.5,33.4131022137
mesa,-111.76438,85204.0,3.5,33.391256
mesa,-111.78775616,85204.0,3.0,33.4073001936
mesa,-111.811109,85204.0,4.0,33.406692
mesa,-111.8309737,85210.0,4.5,33.3936529
mesa,-111.8363111,85210.0,3.5,33.3877745
mesa,-111.880735,85201.0,4.0,33.414035
mesa,-111.7693394,85213.0,5.0,33.4365448
mesa,-111.8712822,85202.0,4.0,33.4082035
mesa,-111.8611309,85202.0,5.0,33.3632486
mesa,-111.8759922,85202.0,4.5,33.4133505
mesa,-111.8619259,85202.0,1.5,33.3919522
mesa,-111.7719809,85213.0,3.5,33.4178943
mesa,-111.768237,85213.0,2.0,33.414768
mesa,-111.7479869,85215.0,4.5,33.4515277
mesa,-111.7495915,85206.0,3.0,33.3799852
mesa,-111.726313,85206.0,4.0,33.402147
mesa,-111.7418833,85206.0,2.5,33.3851373
mesa,-111.8191254,85204.0,4.5,33.3810403
mesa,-111.7630999,85213.0,4.5,33.4156963
mesa,-111.770797729,85213.0,3.5,33.4229316711
mesa,-111.784741,85213.0,4.0,33.432182
mesa,-111.6902253,85215.0,4.0,33.4826119
mesa,-111.7035178,85205.0,1.5,33.4151247
mesa,-111.8488513,85210.0,4.0,33.4061075
mesa,-111.806728,85204.0,3.5,33.379381
mesa,-111.8449346,85201.0,5.0,33.4329528
mesa,-111.68981,85206.0,2.5,33.393886
mesa,-111.716354,85206.0,2.5,33.407142
mesa,-111.727154,85206.0,2.0,33.414221
mesa,-111.8403357,85201.0,5.0,33.4326269
mesa,-111.631495,85207.0,5.0,33.4264889
mesa,-111.682314962,85207.0,4.0,33.4510207831
mesa,-111.8220227,85204.0,5.0,33.3790077
mesa,-111.756228,85204.0,5.0,33.394638
mesa,-111.786712,85204.0,2.5,33.3790899
mesa,-111.807278488,85204.0,5.0,33.3826457281
mesa,-111.822979,85205.0,4.5,33.41513
mesa,-111.795761,85203.0,3.5,33.422275
mesa,-111.842964172,85210.0,3.0,33.3792114258
mesa,-111.7720394,85213.0,5.0,33.4180666
mesa,-111.6806958,85209.0,2.5,33.3929524
mesa,-111.6185915,85209.0,5.0,33.3933371
mesa,-111.688862,85209.0,4.0,33.377268
mesa,-111.8401334,85201.0,3.5,33.4511239
mesa,-111.8064175,85203.0,3.0,33.4520654
mesa,-111.822893169,85203.0,4.0,33.4151120892
mesa,-111.841875718,85210.0,4.0,33.3920751549
mesa,-111.8248985,85210.0,2.0,33.3942592
mesa,-111.8344305,85206.0,1.5,33.4220527
mesa,-111.8759922,85202.0,4.0,33.4133505
mesa,-111.851775795,85202.0,4.0,33.4101451378
mesa,-111.7351495,85205.0,3.0,33.4159007
mesa,-111.8478407,85210.0,2.0,33.383823
mesa,-111.762531,85213.0,1.0,33.4231956
mesa,-111.7019838,85215.0,3.5,33.4658121
mesa,-111.7867204,85204.0,3.5,33.3924845
mesa,-111.852211,85210.0,1.0,33.404715
mesa,-111.634661,85209.0,4.0,33.377437
mesa,-111.7911498,85204.0,3.5,33.3930025
mesa,-111.7701889,85213.0,4.5,33.437843
mesa,-111.7699753,85213.0,5.0,33.4522025
mesa,-111.7978719,85203.0,4.5,33.4222692
mesa,-111.8121581,85203.0,2.5,33.4155213
mesa,-111.8089775,85203.0,5.0,33.4154632
mesa,-111.8045885,85204.0,3.5,33.3917474
mesa,-111.766231,85213.0,3.5,33.415831
mesa,-111.62103956,85209.0,3.5,33.3782372004
mesa,-111.7720394,85213.0,2.0,33.4180666
mesa,-111.7868783,85204.0,4.5,33.3925087
mesa,-111.763857,85213.0,4.5,33.4515213
mesa,-111.8083613,85204.0,3.5,33.3847699
mesa,-111.804172,85204.0,5.0,33.407031
mesa,-111.702783,85215.0,3.5,33.450332
mesa,-111.682685323,85215.0,3.5,33.4680443544
mesa,-111.8449346,85210.0,1.0,33.3902569
mesa,-111.837247541,85210.0,5.0,33.3886956506
mesa,-111.8735797,85201.0,3.0,33.413244
mesa,-111.687608,85209.0,4.0,33.3667493
mesa,-111.887898,85202.0,4.5,33.407997
mesa,-111.8799945,85202.0,3.0,33.4081539
mesa,-111.8741248,85202.0,1.5,33.3968982
mesa,-111.87883,85202.0,4.0,33.364374
mesa,-111.720294014,85205.0,3.5,33.4346160264
mesa,-111.8598905,85210.0,3.0,33.3646526
mesa,-111.859699,85210.0,4.0,33.3777544
mesa,-111.7018452,85206.0,3.0,33.3951613
mesa,-111.6844491,85206.0,3.5,33.4096405
mesa,-111.7217105,85205.0,2.0,33.4233656
mesa,-111.745487,85206.0,5.0,33.392398
mesa,-111.737591,85206.0,4.5,33.395172
mesa,-111.754581,85204.0,2.0,33.379703
mesa,-111.754426,85213.0,4.5,33.421515
mesa,-111.8388778,85201.0,2.0,33.4213925
mesa,-111.8391989,85201.0,3.5,33.436521
mesa,-111.7049017,85205.0,5.0,33.4151023
mesa,-111.719659627,85205.0,3.5,33.4238480708
mesa,-111.745002747,85206.0,4.0,33.3796195984
mesa,-111.853093,85210.0,4.0,33.395847
mesa,-111.6769085,85209.0,2.0,33.3927368
mesa,-111.683719597,85208.0,4.0,33.4080834349
mesa,-111.682111993,85209.0,4.5,33.3938930254
mesa,-111.6862351,85209.0,4.0,33.3780726
mesa,-111.741258067,85215.0,5.0,33.4685815366
mesa,-111.683059886,85215.0,3.5,33.4675139596
mesa,-111.7461695,85215.0,4.5,33.4621751
mesa,-111.7888528,85204.0,3.5,33.4071123
mesa,-111.687382802,85215.0,2.0,33.453556627
mesa,-111.694532298,85215.0,5.0,33.452205847
mesa,-111.8416094,85210.0,3.5,33.4073664
mesa,-111.889503,85202.0,2.0,33.364241
mesa,-111.8756496,85202.0,4.5,33.4116136
mesa,-111.7194591,85205.0,4.5,33.4507882
mesa,-111.865778,85201.0,2.5,33.434496
mesa,-111.8283818,85201.0,5.0,33.4178774
mesa,-111.842963,85210.0,4.5,33.36478
mesa,-111.8519247,85210.0,5.0,33.3888829
mesa,-111.846580344,85210.0,3.5,33.3939617193
mesa,-111.887662411,85202.0,2.0,33.3866383183
mesa,-111.8762608,85202.0,4.0,33.3876108
mesa,-111.833439,85210.0,3.5,33.379674
mesa,-111.735740662,85206.0,4.0,33.3800239563
mesa,-111.6686967,85207.0,4.0,33.4154545
mesa,-111.8720181,85202.0,3.0,33.391673
mesa,-111.6848254,85205.0,4.5,33.450428
mesa,-111.7345006,85205.0,3.5,33.4150573
mesa,-111.7713771,85213.0,1.5,33.4500191
mesa,-111.828263,85210.0,3.5,33.4110749
mesa,-111.7011467,85205.0,5.0,33.4386127
mesa,-111.6856808,85205.0,2.0,33.4231247
mesa,-111.7511666,85205.0,3.0,33.4155972
mesa,-111.7187825,85205.0,4.0,33.4224097
mesa,-111.692252,85205.0,4.0,33.415227
mesa,-111.724639,85205.0,1.5,33.4163206
mesa,-111.742062,85206.0,5.0,33.379665
mesa,-111.69394,85206.0,3.0,33.391775
mesa,-111.8426965,85210.0,4.5,33.3627712
mesa,-111.746546976,85205.0,5.0,33.4160991256
mesa,-111.7352643,85205.0,2.0,33.4392896
mesa,-111.675425,85209.0,2.5,33.3887349
mesa,-111.5974446,85208.0,1.5,33.3950219
mesa,-111.8308811,85201.0,4.0,33.4226081
mesa,-111.8567877,85201.0,2.5,33.4491336
mesa,-111.804935038,85203.0,2.5,33.4154821305
mesa,-111.851824,85210.0,5.0,33.376569
mesa,-111.8556958,85210.0,4.0,33.3908326
mesa,-111.847936,85210.0,4.0,33.3782799
mesa,-111.854883805,85210.0,3.0,33.3945996632
mesa,-111.8416056,85210.0,3.0,33.3949613
mesa,-111.685112,85215.0,3.5,33.4804153442
mesa,-111.8396692,85210.0,3.5,33.3819132
mesa,-111.859568955,85210.0,3.5,33.360769531
mesa,-111.686202333,85215.0,3.5,33.4659630966
mesa,-111.734619923,85205.0,3.0,33.4238580568
mesa,-111.7086896,85205.0,1.0,33.4156722
mesa,-111.866054535,85201.0,3.0,33.4351659963
mesa,-111.859035,85201.0,2.0,33.4221642
mesa,-111.8449346,85201.0,1.0,33.4329528
mesa,-111.6819161,85205.0,5.0,33.4503495
mesa,-111.6978958,85205.0,1.5,33.4169597
mesa,-111.6912072,85206.0,5.0,33.380332
mesa,-111.700593,85206.0,2.0,33.378775
mesa,-111.874608507,85202.0,5.0,33.3931110706
mesa,-111.739032,85206.0,4.5,33.380286
mesa,-111.699975,85206.0,5.0,33.3802917
mesa,-111.6838716,85206.0,3.5,33.3925994
mesa,-111.828187973,85206.0,5.0,33.3814015761
mesa,-111.7280799,85206.0,4.5,33.380374
mesa,-111.8405306,85210.0,3.0,33.3966134
mesa,-111.8410509,85210.0,4.0,33.396664
mesa,-111.700427,85206.0,2.5,33.393462
mesa,-111.7018452,85206.0,1.0,33.3951613
mesa,-111.85621218,85210.0,1.5,33.4072302141
mesa,-111.8390952,85210.0,5.0,33.3947778
mesa,-111.833562,85201.0,5.0,33.415474
mesa,-111.822258046,85201.0,2.5,33.4360737767
mesa,-111.8402444,85201.0,5.0,33.4156156
mesa,-111.855375,85201.0,3.5,33.422657
mesa,-111.8449346,85201.0,5.0,33.4329528
mesa,-111.8449346,85201.0,5.0,33.4329528
mesa,-111.8189551,85203.0,2.0,33.4531124
mesa,-111.7031218,85206.0,5.0,33.3812066
mesa,-111.683508,85206.0,4.0,33.394607
mesa,-111.8591528,85210.0,4.0,33.3654722
mesa,-111.8742474,85202.0,2.5,33.398095
mesa,-111.7659181,85213.0,4.5,33.4148534
mesa,-111.691244,85206.0,2.0,33.391195
mesa,-111.840654,85210.0,2.0,33.3923472
mesa,-111.860628,85210.0,5.0,33.3798062
mesa,-111.8451264,85210.0,5.0,33.407252
mesa,-111.856784044,85210.0,3.0,33.3895791459
